id,manual,llama,qwen,qwen-coder
1121021,,"```bash
sshfs user@remotehost:/path/to/remote/location /home/user/local/mount/point
sudo df
df
```
Note: Replace `user`, `remotehost`, `/path/to/remote/location`, and `/home/user/local/mount/point` with actual values.","sshfs user@remote:/path /home/user/mountpoint
sudo df
df","sshfs user@remotehost:/path/to/remote /home/user/someremoteloc  
df  
sudo df  
umount /home/user/someremoteloc"
2236321,"cp -v -u <source> <destination>
mv -v -u <source> <destination>
","cp -u -v file1 file2
mv -i -v file3 file4 
cp -u -v --debug file1 file2
mv -i -v --debug file3 file4",,
2236739,,sleep 50,,
2208048,"rpm -q coreutils
uname -i",uname -m,,
2203350,uname -p,uname -p,uname -p,uname -p
2189656,uname -p,uname -p,uname -p,uname -p
2188689,uname -i,"rpm -q coreutils
uname -i",uname -i,
1646701,sudo dnf install AdobeReader_enu-9.5.5-1.i486,"```bash
dnf install AdobeReader_enu-9.5.5-1.i486
```
Note: The exact command might vary depending on the package manager used (e.g., `yum` instead of `dnf`). However, based on the provided information, this should be sufficient to reproduce the issue related to the missing `/bin/basename` and `libidn.so.11`.",,
2175057,,,,
2172323,,sleep 500,,sleep 500
2162873,"uname -p
arch
cat /proc/cpuinfo",uname -p,,
1830619,"LC_TIME=""en_US.UTF-8""  
date  
date +%c","```bash
LC_TIME=""en_US.UTF-8"" date
LC_TIME=""en_US.UTF-8"" date +%c
```","export LC_TIME=""en_US.UTF-8""
date
date +%c",
2150513,,,,
2138908,,,,
2124510,,"```bash
docker run -it --rm registry.fedoraproject.org/fedora:37 /bin/bash
```
Then inside the container:
```bash
echo ""if [ -w ""/root"" ] ; then echo 'Success!' ; fi"" > test.sh
bash test.sh
```
And compare with:
```bash
docker run -it --rm registry.fedoraproject.org/fedora:37 /bin/bash
```
is not applicable here as we are testing on aarch64, so we use 
```bash
qemu-aarch64-static -L /usr/aarch64-linux-gnu /bin/bash
```
Then inside the container:
```bash
echo ""if [ -w ""/root"" ] ; then echo 'Success!' ; fi"" > test.sh
bash test.sh
```","write a test.sh with content and execute
```
if [ -w ""/root"" ] ; then echo 'Success!' ; fi
```","```bash
if [ -w ""/root"" ] ; then echo 'Success!' ; fi
```"
2112870,printf '\f'  | unexpand,printf '\f' | unexpand,printf '\f' | unexpand,printf '\f' | unexpand
548834,uname -i,uname -i,,
2112593,"mkdir ~/.dir_colors
cp /etc/DIR_COLORS ~/.dir_colors
gnome-terminal","```bash
mkdir ~/.dir_colors
cp /etc/DIR_COLORS ~/.dir_colors
gnome-terminal
```","mkdir ~/.dir_colors
cp /etc/DIR_COLORS ~/.dir_colors
gnome-terminal","mkdir ~/.dir_colors
cp /etc/DIR_COLORS ~/.dir_colors
gnome-terminal"
2104212,,,"None of the provided information directly describes a specific command or test case that reproduces a particular bug. Instead, the text primarily discusses the upcoming removal of i686 Java packages from Fedora and requests package maintainers to adapt their packages accordingly.

The main points conveyed are:
1. The plan to drop i686 support for Java.
2. Instructions for adapting packages to exclude features related to Java on the i686 architecture using a macro called `%{java_arches}`.
3. References to exemplar pull requests and bugzilla entries for more details.

Given this context, there are no specific commands or test cases required to reproduce a bug as such. Instead, the maintainers of affected packages need to adapt their package configurations to exclude Java-related features on i686 architecture.

Therefore, the response is:

**No specific commands or test cases required to reproduce a bug. The issue involves adapting the package configuration to handle exclusion of Java-specific features on the i686 architecture as per the guidelines provided in the message.**

If you need further assistance with how to adapt your package configuration specifically, please provide more details about your package and its current setup.","None

The provided bug description does not detail any specific issue that could be reproduced through a command or a test case. The report is more of an advisory for package maintainers about the removal of i686 Java packages in Fedora 37 and instructions on how to adapt their packages accordingly.

The core message is to modify packages so they do not require Java on i686 architectures, using available macros and examples provided. There's no software malfunction or error to reproduce here."
1993544,"echo абвАБВіїІЇ | tr -d абв
echo ÄÖÜäöü | tr -d [:alpha:]
echo ÄÖÜäöü | tr -d [[:alpha:]]","```bash
echo абвАБВіїІЇ | tr -d абв
echo ÄÖÜäöü | tr -d [:alpha:]
echo ÄÖÜäöü | tr -d [[:alpha:]]
echo abcABC | tr -d [:alpha:]
echo abcABC | tr -d [[:alpha:]]
```","echo абвАБВіїІЇ | tr -d абв
echo ÄÖÜäöü | tr -d [:alpha:]
echo ÄÖÜäöü | tr -d [[:alpha:]]
echo abcABC | tr -d [:alpha:]
echo abcABC | tr -d [[:alpha:]]",echo абвАБВіїІЇ | tr -d абв
2066546,,,,
2035258,"sudo dnf install coreutils
sudo /usr/bin/install","sudo dnf install coreutils
which install
sudo /usr/bin/install 
which id",,
1831575,TZ=Europe/Berlin date -d '05/12/2020 11:00 CET',"```bash
TZ=Europe/Berlin date -d '05/12/2020 11:00 CET'
```",TZ=Europe/Berlin date -d '05/12/2020 11:00 CET',TZ=Europe/Berlin date -d '05/12/2020 11:00 CET'
749704,"date +%a
date +^a
date +#a
date +%/a","date +%a
date +%^a
date +%#a 
date +%/a","date +%a
date +^a
date +#a
date +%/a","date +%a  
date +%^a  
date +#a  
date +%/a"
963134,"echo -e ""abcdefghij"" | fmt -w 10
echo -e ""abcdefghij"" | fmt -w 10 | wc -L","echo -e ""Hello \u4f60\u597d"" | fmt -w 10
echo -e ""Hello \u4f60\u597d"" | fmt -w 10 | wc -L","echo -e ""\xe6\x97\xa5\xe6\x9c\xac\xe8\xaa\x9e"" | fmt -w 10","echo -e ""你好\n世界"" | fmt -w 10
echo -e ""a\U0001F600b"" | fmt -w 5"
1956080,"cp --reflink=never a b
filefrag -v a; filefrag -v b","```bash
cp --reflink=never a b
filefrag -v a; filefrag -v b
```","touch a; dd if=/dev/zero of=a bs=1M count=10
cp --reflink=never a b
filefrag -v a; filefrag -v b","touch a; dd if=/dev/zero of=a bs=1M count=100
cp --reflink=never a b
filefrag -v a; filefrag -v b"
1913358,"xdg-document-portal.service is running, as it is the default
execute df w/o for all file systems
RC 1",df -h > /dev/null; echo $?,"systemctl --user start xdg-document-portal.service
df -h > /dev/null; echo $?",df -h > /dev/null; echo $?
1992341,,,,
1982273,,"```bash
dnf update coreutils coreutils-common policycoreutils policycoreutils-python-utils python3-policycoreutils
su
uname
cat
dnf install coreutils coreutils-single
```",,
1960792,"rpmbuild -bb coreutils.spec 
rpmbuild --rebuild coreutils-8.32-24.fc34.src.rpm","To reproduce the bug described in the output of the `tests/ls/stat-free-color.sh` script from the coreutils package, you would need to follow these steps based on the information provided:

1. **Run the Test Script Directly**:
   - The most straightforward way to attempt to reproduce the issue is by running the test script itself directly if possible:
     ```bash
     ./tests/ls/stat-free-color.sh
     ```
   - This assumes you have access to the coreutils test suite and are in the appropriate directory.

2. **Simulate Test Conditions**:
   - If direct execution of the script isn't feasible, or you want to understand the issue better by replicating its conditions manually, you can try the following steps based on what the script does:
     1. **Create a Directory Structure**:
        - Create a directory named `d`.
        - Inside `d`, create another directory named `subdir`, and three files: `regf`, `hlink` (a hard link to `regf`), and `slink` (a symbolic link to `regf`). Also, create a dangling symbolic link `dangle` pointing to something that doesn't exist (`nowhere`).
        ```bash
        mkdir d
        cd d
        mkdir subdir
        touch regf
        ln regf hlink
        ln -s regf slink
        ln -s nowhere dangle
        ```
     2. **Run `ls` with Color**:
        - Execute the `ls` command with color output on both the original directory structure and after adding more content (as done in the script), to see if the number of stat calls changes.
        ```bash
        strace -e newfstatat,statx ls --color=always .
        ```
        This command uses `strace` to trace system calls related to file status (`newfstatat`, `statx`) when running `ls`. Note that the exact commands and tracing might need adjustments based on your system and what you're trying to observe.

3. **Verify System Calls**:
   - The script checks for the number of `stat`-like system calls (including `newfstatat` and `statx`). You can manually verify this by comparing the output of the traced commands before and after adding more files or links, looking for any discrepancies in the expected versus actual number of these system calls.

**Note**: The exact steps to reproduce might depend on specifics not detailed in your question, such as the operating system version, file system type, and the coreutils package version. Additionally, if you're trying to debug an issue related to this test failing, ensure that any relevant dependencies or environment settings are correctly configured.","The failure in `tests/ls/stat-free-color.sh` indicates that the number of `stat*` system calls performed by the `ls` command when listing a directory before and after creating additional files within that directory are not matching as expected. The purpose is to verify whether the `ls --color=auto` command, which is supposed to minimize `stat` calls, is working correctly.

Here's how you can reproduce this bug using similar commands:

### Steps to Reproduce

1. **Create a Directory and Files:**
   ```bash
   mkdir -p /tmp/testdir
   cd /tmp/testdir
   touch file1 file2
   mkdir subdir
   ```

2. **Run `ls` with `stat*` system calls tracking:**
   
   Use `strace` to trace the `stat*` calls made by `ls`. We will capture these calls for two scenarios:

   - Scenario 1: Listing an empty directory.
   - Scenario 2: Listing a directory after creating additional files.

3. **Scenario 1: List an Empty Directory and Track Calls**

   ```bash
   mkdir /tmp/testdir/empty_dir
   strace -e trace=stat,stat64,lstat,lstat64,fstat,fstat64,newfstatat -o log1 ls --color=auto empty_dir
   ```

4. **Scenario 2: List Directory with Additional Files and Track Calls**

   ```bash
   cd /tmp/testdir/empty_dir
   touch fileA fileB subdir/
   strace -e trace=stat,stat64,lstat,lstat64,fstat,fstat64,newfstatat -o log2 ls --color=auto
   ```

5. **Count the `stat*` Calls:**

   ```bash
   grep -c stat log1  # This should give you the number of stat calls in Scenario 1.
   grep -c stat log2  # This should give you the number of stat calls in Scenario 2.
   ```

### Expected Outcome

The script expects that the number of `stat*` calls will be consistent (or not increase significantly) between these two scenarios when using `ls --color=auto`. However, if there is an unexpected increase in system calls, it indicates a potential issue.

### Actual Issue Highlighted by Logs:

From your logs, we see the following discrepancy:

- **log1**:
  ```bash
  newfstatat(3, """", {st_mode=S_IFDIR|0755, st_size=40, ...}, AT_EMPTY_PATH) = 0
  ```
  
- **log2**:
  ```bash
  newfstatat(1, """", {st_mode=S_IFREG|0644, st_size=4505, ...}, AT_EMPTY_PATH) = 0
  ```

The `ls` command in the second scenario makes an additional call that it did not make in the first. This is what caused the failure.

### Conclusion

This indicates a potential inefficiency in how `ls --color=auto` handles directory listings when there are more files present. You might want to report this as a bug or investigate further if the behavior changes with different versions of `coreutils`.","To reproduce the bug described in the log, you need to run the specific test case that failed. The failure is associated with the `tests/ls/stat-free-color.sh` script in the Coreutils project (version 8.32 in this case). This script is designed to verify behavior of the `ls` command when listing directory contents without using colorization, specifically focusing on whether it relies on `statx`.

Here's a step-by-step guide to reproduce the bug:

1. **Get the Source Code**:
   - Download or clone the Coreutils source code from the official repository.
     ```bash
     git clone https://git.savannah.gnu.org/git/coreutils.git
     ```

2. **Check Out the Specific Version**:
   - If you want to check out version 8.32 (the version in which this bug was reported), use:
     ```bash
     cd coreutils
     git checkout v8.32
     ```

3. **Prepare and Build the Source Code**:
   - Follow the build instructions from the `INSTALL` file or README.
     ```bash
     ./bootstrap  # This may be necessary if not all generated files are included in the source tarball
     mkdir build && cd build
     ../configure
     make
     ```

4. **Run the Specific Test Case**:
   - Navigate to the `tests/ls` directory and run the failing test script.
     ```bash
     cd tests/ls
     ./stat-free-color.sh
     ```

5. **Observe the Failure**:
   - The script should fail with an exit status of 1, similar to what you described in your log output.

If you do not want to build Coreutils from source, you can also try running the test suite directly after configuring and building:

```bash
make check
```

This will execute all tests, including `stat-free-color.sh`. However, if you are specifically interested in the behavior of this one script, following steps 4 and 5 should be sufficient to reproduce the issue."
1955493,"mkdir test
touch test/file
ll -a test
chmod 0640 test
ll -a test
","```bash
mkdir test
touch test/file
ll -a test
chmod 0640 test
ll -a test
```","mkdir test                    
touch test/file
chmod 0640 test 
ll -a test     ","mkdir test  
touch test/file  
ll -a test  
chmod 0640 test  
ll -a test"
1952490,"rpm -qa --queryformat ""%{NAME}-%{VERSION}\n"" automake autoconf m4 mingw64-* | column | sort","```bash
rpm -qa --queryformat ""%{NAME}-%{VERSION}\n"" automake autoconf m4 mingw64-* | column | sort
```","rpm -qa --queryformat ""%{NAME}-%{VERSION}\n"" automake autoconf m4 mingw64-* | column | sort",
1944688,"rpm -qf `which basename`
rpm -q --provides coreutils
",,,
1634200,"docker run -it --rm fedora:latest /bin/bash
rpm -q coreutils-single
ls -l /bin/basename
rpm -q --whatprovides /bin/basename
dnf repoquery --whatprovides /bin/basename","```bash
docker run -it --rm fedora:latest /bin/bash
rpm -q coreutils-single
ls -l /bin/basename  
rpm -q --whatprovides /bin/basename
dnf repoquery --whatprovides /bin/basename
dnf repoquery --whatprovides /usr/bin/basename
```","docker run -it --rm fedora:latest /bin/bash
rpm -q coreutils-single
ls -l /bin/basename  
rpm -q --whatprovides /bin/basename
dnf repoquery --whatprovides /bin/basename",
1921427,stat -f '<file/folder from exFAT drive>',"mkfs.exfat /dev/sdX (replace /dev/sdX with your actual device)
stat -f '/mount/point/of/exfat/drive' (replace /mount/point/of/exfat/drive with actual mount point)","None

The provided information indicates that a specific setup is necessary to reproduce the bug (i.e., connecting an exFAT drive), which cannot be represented simply by shell commands alone without the physical media or virtual equivalent being specified. Therefore, a complete and precise command-line-only reproduction isn't feasible based on the given description.",stat -f '/run/media/aurora/LABEL/iiiiiii.txt'
1921249,,"```bash
mkdir test_dir
cd test_dir
ln -s non_existent_file symlink
chmod 755 .
ls -Zd .
```",,
1921246,,"To reproduce the bug, you can use the following command:

```bash
dd if=/dev/urandom of=input.txt bs=1024 count=256
split -n 2/3 --numeric-suffixes input.txt output_
cat output_00 output_01 | md5sum
dd if=/dev/urandom of=input.txt bs=1024 count=256
split -n 2/3 input.txt output_
cat output_00 output_01 | md5sum
```

Note that the first `md5sum` should be different from the second `md5sum`, indicating data corruption.

Alternatively, a simpler test case:

```bash
dd if=/dev/urandom of=input.txt bs=1024 count=130
split --number=l/2 input.txt output_
cat output_00 output_01 | md5sum
md5sum input.txt
```

The two `md5sum` outputs should be different, indicating data corruption. 

Please note that running these commands requires the `dd`, `split`, and `md5sum` utilities to be installed on your system. Also, the actual output files (`output_00` and `output_01`) may vary based on the specific version of `split` being used. 

However, considering the original description which specifically mentions ""split --number=K/N"", a test case could also be:

```bash
dd if=/dev/urandom of=input.txt bs=1024 count=130
split --number=1/2 input.txt output_
cat output_0 output_1 | md5sum
md5sum input.txt
```

The two `md5sum` outputs should match, but due to the bug, they might not. 

To simplify:

```bash
dd if=/dev/urandom of=input.txt bs=1024 count=130
split --number=1/2 input.txt output_
cmp input.txt <(cat output_0 output_1)
```

If the `cmp` command reports any differences, it indicates data corruption due to the bug.","split -n l/2 bigfile part_
cat part_* > merged_file
diff bigfile merged_file",
1811038,,"mknod -m 666 /dev/random c 1 8 

Note: The command should be run in an environment where /dev/random is already present, as it's a character special file that cannot be created using mknod if it doesn't exist. Also, the exact error message may vary depending on the system and permissions.",,
959597,"info date
info who","info date
(info command, then follow link ""*Note Specifying the Time Zone with `TZ': (libc)TZ Variable"")","info date
info who","info date
info who"
1914537,"sort -n -u < Foo > Bar  
sort -n < Foo | uniq > Baz  
diff Bar Baz","```bash
echo -e ""192.168.1.1\n192.168.1.2\n192.168.1.1\n192.168.1.3\n192.168.1.2\n192.168.1.4\n192.168.1.5\n192.168.1.6\n192.168.1.7\n192.168.1.8\n192.168.1.9\n192.168.1.10\n192.168.1.11\n192.168.1.12\n192.168.1.13\n192.168.1.14"" > Foo
sort -n -u < Foo > Bar
sort -n < Foo | uniq > Baz
diff Bar Baz
```","touch Foo; echo -e ""192.168.0.1\n192.168.0.1\n192.168.0.2\n192.168.0.2"" > Foo
sort -n -u < Foo > Bar
sort -n < Foo | uniq > Baz
diff Bar Baz",
1914737,stat <file-or-directory>,"stat /path/to/existing/file
stat /path/to/existing/directory 

(Note: The actual path should be replaced with an existing file or directory on a Btrfs filesystem in Fedora 33)",,stat /path/to/file_or_directory
1869624,"mkdir -p /tmp/foo
test -w /tmp/foo; echo $?","```bash
mkdir -p /tmp/foo
test -w /tmp/foo; echo $?
```","mkdir -p /tmp/foo
test -w /tmp/foo; echo $?","mkdir -p /tmp/foo
test -w /tmp/foo; echo $?"
1783903,,,,
1882187,"rpm -q bash coreutils
file='AAA'$'\n''BBB'
printf -- '%s' """"$file"""" | od -c
cp -v /dev/null """"$file""""
ls -b """"$file""""
md5sum """"$file""""","```bash
file='AAA'$'\n''BBB'
printf -- '%s' ""$file"" | od -c
cp -v /dev/null ""$file""
ls -b ""$file""
md5sum ""$file""
```","file='AAA'$'\n''BBB'
cp -v /dev/null ""$file""
md5sum ""$file""","file='AAA'$'\n''BBB'
cp -v /dev/null ""$file""
md5sum ""$file"""
467622,,"```bash
# Create a simple OpenMP program (e.g., test.c)
cat > test.c <<EOF
#include <omp.h>
#include <stdio.h>

int main() {
    #pragma omp parallel
    {
        int tid = omp_get_thread_num();
        while(1) {
            printf(""Thread %d is running...\n"", tid);
            sleep(1);
        }
    }
    return 0;
}
EOF

# Compile the program
gcc -fopenmp test.c -o test

# Start a new SSH session and run the job with nohup
ssh user@remotehost ""nohup ./test &""

# Do not log out, wait for SSH to time out

# Alternatively, to simulate timeout, close the SSH connection without logging out
ssh user@remotehost ""nohup ./test &""
# Immediately close the SSH connection (e.g., using Ctrl+])
```",,
1870385,"date --date=""2019-03-10 01:23:45"" +""%s""
date --date=""2019-03-10 02:23:45"" +""%s""
date --date=""2019-03-10 03:23:45"" +""%s""
TZ=UTC date --date=""2019-03-10 02:23:45"" +""%s""","```bash
date --date=""2019-03-10 01:23:45"" +""%s""
date --date=""2019-03-10 02:23:45"" +""%s""
date --date=""2019-03-10 03:23:45"" +""%s""
TZ=UTC date --date=""2019-03-10 02:23:45"" +""%s""
```","date --date=""2019-03-10 02:23:45"" +""%s""","TZ=PDT date --date=""2019-03-10 02:23:45"" +""%s"""
1830318,,ls --color /usr/libexec,,
1884264,,"```bash
ls --color=auto
cat /etc/DIR_COLORS.256color
```",,
1883685,,,,
1877625,df -h,"To reproduce the bug, you would need a system with Btrfs and a specific disk layout where `/dev/sda3` is mounted on both `/` and `/home`. The exact steps might involve:

1. Installing Fedora 33 on an x86_64 system.
2. Ensuring the system uses Btrfs as its filesystem.
3. Setting up the disk to have `/dev/sda3` mounted on both `/` and `/home`, which could typically be achieved during installation or by manually editing fstab entries after installation.

However, simulating this exact environment just for testing might not be straightforward without actual hardware or a virtual machine setup that closely mirrors the described system. The key command to test once such an environment is set up would simply be:

```bash
df -h
```

This should display disk usage statistics and ideally replicate the issue of `/dev/sda3` being listed twice if the bug conditions are met.

Given these constraints, a simplified version to potentially reproduce or demonstrate the behavior on any system (assuming Btrfs support) could involve creating a Btrfs volume with subvolumes for `/` and `/home`, then using `df -h` to see if it lists the filesystem twice. This approach doesn't exactly replicate the hardware but tests the coreutils behavior under similar conditions:

```bash
# Create a loopback file for Btrfs testing (as root or with sudo)
dd if=/dev/zero of=btrfs_test.img bs=1M count=100

# Format it as Btrfs and mount it
mkfs.btrfs btrfs_test.img
mkdir /mnt/test
mount -o loop btrfs_test.img /mnt/test

# Create subvolumes for / and /home
btrfs subvolume create /mnt/test/root
btrfs subvolume create /mnt/test/home

# Mount these subvolumes (assuming they are empty and for testing purposes only)
umount /mnt/test
mkdir /mnt/root /mnt/home
mount -o loop,subvol=root btrfs_test.img /mnt/root
mount -o loop,subvol=home btrfs_test.img /mnt/home

# Now test df -h to see if it lists the filesystem twice
df -h
```

Please note, this is a simulation and might not perfectly replicate the original environment but aims to mimic the conditions under which `df -h` would list `/dev/sda3` twice due to its mount points. 

For direct reproduction based on provided details without additional setup:

```bash
df -h
```",,
1861108,,,,
1111722,,,,
1800597,"cd rpmbuild/BUILD/coreutils-8.31/single  
make check","```bash
make check
```
or 
```bash
make test
```
Note that these commands should be run in the build directory of the coreutils package (e.g., `rpmbuild/BUILD/coreutils-8.31/single`). Additionally, running these commands as root may also reproduce the bug with more failures:
```bash
sudo make check
```
or 
```bash
sudo make test
```",,make check
1739747,"date -d 1981-12-31  
date -d 1982-01-01","```bash
TZ=Asia/Singapore date -d '1981-12-31'
TZ=Asia/Singapore date -d '1982-01-01'
TZ=Asia/Singapore date -d '1928-01-02'
```","TZ='Asia/Singapore' date -d '1982-01-01'
TZ='Asia/Singapore' date -d '1981-12-31'",date -d 1982-01-01
1390462,"date
date -d 'month ago'","```bash
date
date -d 'month ago'
```","date
date -d 'month ago'",date -d 'month ago'
1764152,"cat Dockerfile  
FROM fedora:30  
RUN dnf -y update coreutils
sudo docker build -t test-image .  
sudo docker run -it --rm test-image ls /  ","```bash
cat > Dockerfile <<EOF
FROM fedora:30
RUN dnf -y update coreutils
EOF

sudo docker build -t test-image .
sudo docker run -it --rm test-image ls /
```","cat Dockerfile 
FROM fedora:30
RUN dnf -y update coreutils
sudo docker build
sudo docker run -it --rm <build image> ls /","cat Dockerfile 
FROM fedora:30
RUN dnf -y update coreutils

sudo docker build -t my-fedora-coreutils .

sudo docker run -it --rm my-fedora-coreutils ls /"
1728986,,"ln -s non_existent_file existing_link
ls -l existing_link",,
1444774,,"```bash
TZ=$(printf 'A%.0s' {1..10000}) date
```","export TZ=$(python -c 'print ""A"" * 10000')
date +%T",
1713901,"env LANG=en_EN date
env LANG=en_US date","env LANG=en_EN date
env LANG=en_US date","env LANG=en_EN date
env LANG=en_US date","env LANG=en_EN date
env LANG=en_US date"
1688740,,,,
1705229,sort -V sort_test.txt,"```bash
cat > sort_test.txt <<EOF
samba-common-4.10.2-1.fc30.noarch
samba-4.10.2-1.fc30.x86_64
samba-common-4.10.2-1.1.fc30.noarch
samba-4.10.2-1.1.fc30.x86_64
EOF

sort -V sort_test.txt
```","echo -e ""samba-common-4.10.2-1.fc30.noarch\nsamba-4.10.2-1.fc30.x86_64\nsamba-common-4.10.2-1.1.fc30.noarch\nsamba-4.10.2-1.1.fc30.x86_64"" > sort_test.txt
sort -V sort_test.txt","cat > sort_test.txt <<EOF
samba-common-4.10.2-1.fc30.noarch
samba-4.10.2-1.fc30.x86_64
samba-common-4.10.2-1.1.fc30.noarch
samba-4.10.2-1.1.fc30.x86_64
EOF

sort -V sort_test.txt"
