id,reporter,report-time,last-modified,status,priority,severity,product,component,summary/subject/title,class,expected result,observed/actual result,reproducible,steps to reproduce,manual,llama,qwen,qwen-coder,link
1646701,Hin-Tak Leung,2018-11-05T21:08:15Z,2023-04-12T07:06:31Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,nothing provides /bin/basename needed by AdobeReader_enu-9.5.5-1.i486,normal,,"- nothing provides libidn.so.11 needed by AdobeReader_enu-9.5.5-1.i486
- nothing provides /bin/basename needed by AdobeReader_enu-9.5.5-1.i486",Always,Try to install adobe acrobat reader,sudo dnf install AdobeReader_enu-9.5.5-1.i486,"```bash
dnf install AdobeReader_enu-9.5.5-1.i486
```
Note: The exact command might vary depending on the package manager used (e.g., `yum` instead of `dnf`). However, based on the provided information, this should be sufficient to reproduce the issue related to the missing `/bin/basename` and `libidn.so.11`.",,,https://bugzilla.redhat.com/show_bug.cgi?id=1646701
2175057,Michal Srb,2023-03-03T05:45:58Z,2023-03-03T05:47:32Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,[abrt] coreutils: pause(): sleep killed by SIGABRT,,,,,,,,,,https://bugzilla.redhat.com/show_bug.cgi?id=2175057
2172323,lnie,2023-02-22T00:36:35Z,2023-02-22T00:38:39Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,[abrt] coreutils: __clock_nanosleep(): sleep killed by SIGSEGV,,,,,,,sleep 500,,sleep 500,https://bugzilla.redhat.com/show_bug.cgi?id=2172323
2162873,Vladimir Benes,2023-01-21T17:13:02Z,2023-01-21T19:44:32Z,CLOSED DUPLICATE,unspecified,unspecified,Fedora,coreutils,uname -p showing unknown,normal,,,Always,"# uname -p
unknown

# arch
x86_64

# cat /proc/cpuinfo 
processor        : 0
vendor_id        : GenuineIntel
cpu family        : 6
model                : 42
model name        : Intel(R) Pentium(R) CPU G640 @ 2.80GHz","uname -p
arch
cat /proc/cpuinfo",uname -p,,,https://bugzilla.redhat.com/show_bug.cgi?id=2162873
1830619,Matthew Crews,2020-05-03T02:49:14Z,2022-12-13T10:58:33Z,CLOSED UPSTREAM,unspecified,medium,Fedora,coreutils,"""date"" command shows wrong date format for en_US per commonly accepted United States standards",nomal,"Date should output per United States standards. IE
Sat May 02, 2020 07:44:45 PM MST","Date outputs in incorrect date format per United States standards. IE:
Sat 02 May 2020 07:44:45 PM MST",Always,"1. Set date format environment to ""en_US.UTF-8""
2. Issue ""date"" command or with ""date +%c""","LC_TIME=""en_US.UTF-8""  
date  
date +%c","```bash
LC_TIME=""en_US.UTF-8"" date
LC_TIME=""en_US.UTF-8"" date +%c
```","export LC_TIME=""en_US.UTF-8""
date
date +%c",,https://bugzilla.redhat.com/show_bug.cgi?id=1830619
2150513,Walter Schug,2022-12-03T15:49:53Z,2022-12-03T16:13:28Z,CLOSED DUPLICATE,unspecified,unspecified,Fedora,coreutils,[abrt] coreutils: memset(): cat killed by SIGBUS,,,,,,,,,,https://bugzilla.redhat.com/show_bug.cgi?id=2150513
2138908,Walter Schug,2022-10-31T16:10:39Z,2022-12-03T16:13:28Z,CLOSED DUPLICATE,unspecified,unspecified,Fedora,coreutils,[abrt] coreutils: memset(): cat killed by SIGBUS,,,,,,,,,,https://bugzilla.redhat.com/show_bug.cgi?id=2138908
2124510,TommyLike,2022-09-06T11:37:18Z,2022-09-29T08:21:23Z,CLOSED NOTABUG,unspecified,low,Fedora,coreutils,Check file permission command not work on aarch64 container,normal,,,Always,"write a test.sh with content and execute
```
if [ -w ""/root"" ] ; then echo 'Success!' ; fi
```",,"```bash
docker run -it --rm registry.fedoraproject.org/fedora:37 /bin/bash
```
Then inside the container:
```bash
echo ""if [ -w ""/root"" ] ; then echo 'Success!' ; fi"" > test.sh
bash test.sh
```
And compare with:
```bash
docker run -it --rm registry.fedoraproject.org/fedora:37 /bin/bash
```
is not applicable here as we are testing on aarch64, so we use 
```bash
qemu-aarch64-static -L /usr/aarch64-linux-gnu /bin/bash
```
Then inside the container:
```bash
echo ""if [ -w ""/root"" ] ; then echo 'Success!' ; fi"" > test.sh
bash test.sh
```","write a test.sh with content and execute
```
if [ -w ""/root"" ] ; then echo 'Success!' ; fi
```","```bash
if [ -w ""/root"" ] ; then echo 'Success!' ; fi
```",https://bugzilla.redhat.com/show_bug.cgi?id=2124510
2112870,Jonathan Wakely,2022-08-01T11:13:23Z,2022-08-25T07:47:34Z,CLOSED ERRATA,unspecified,unspecified,Fedora,coreutils,unexpand cannot process form feed,normal,No error.,unexpand: input line is too long,Always,$ printf '\f'  | unexpand,printf '\f'  | unexpand,printf '\f' | unexpand,printf '\f' | unexpand,printf '\f' | unexpand,https://bugzilla.redhat.com/show_bug.cgi?id=2112870
548834,Bruno Wolff III,2009-12-18T18:47:13Z,2022-08-23T12:38:33Z,CLOSED NOTABUG,low,medium,Fedora,coreutils,uname -i started returning unknown,normal,i386,unknown,Always,uname -i,uname -i,uname -i,,,https://bugzilla.redhat.com/show_bug.cgi?id=548834
2112593,Dimitris,2022-07-30T21:00:40Z,2022-08-08T15:19:14Z,CLOSED RAWHIDE,unspecified,unspecified,Fedora,coreutils,Error using custom ~/.dir_colors/DIR_COLORS,normal,No error.,/usr/bin/cat: /home/user/.dir_colors: Is a directory,Always,"1. mkdir ~/.dir_colors
2. cp /etc/DIR_COLORS ~/.dir_colors
3. gnome-terminal
","mkdir ~/.dir_colors
cp /etc/DIR_COLORS ~/.dir_colors
gnome-terminal","```bash
mkdir ~/.dir_colors
cp /etc/DIR_COLORS ~/.dir_colors
gnome-terminal
```","mkdir ~/.dir_colors
cp /etc/DIR_COLORS ~/.dir_colors
gnome-terminal","mkdir ~/.dir_colors
cp /etc/DIR_COLORS ~/.dir_colors
gnome-terminal",https://bugzilla.redhat.com/show_bug.cgi?id=2112593
2104212,jiri vanek,2022-07-05T19:04:46Z,2022-07-05T23:20:40Z,CLOSED DUPLICATE,unspecified,high,Fedora,coreutils,adapt coreutils to removal of java on i686,,,,,,,,"None of the provided information directly describes a specific command or test case that reproduces a particular bug. Instead, the text primarily discusses the upcoming removal of i686 Java packages from Fedora and requests package maintainers to adapt their packages accordingly.

The main points conveyed are:
1. The plan to drop i686 support for Java.
2. Instructions for adapting packages to exclude features related to Java on the i686 architecture using a macro called `%{java_arches}`.
3. References to exemplar pull requests and bugzilla entries for more details.

Given this context, there are no specific commands or test cases required to reproduce a bug as such. Instead, the maintainers of affected packages need to adapt their package configurations to exclude Java-related features on i686 architecture.

Therefore, the response is:

**No specific commands or test cases required to reproduce a bug. The issue involves adapting the package configuration to handle exclusion of Java-specific features on the i686 architecture as per the guidelines provided in the message.**

If you need further assistance with how to adapt your package configuration specifically, please provide more details about your package and its current setup.","None

The provided bug description does not detail any specific issue that could be reproduced through a command or a test case. The report is more of an advisory for package maintainers about the removal of i686 Java packages in Fedora 37 and instructions on how to adapt their packages accordingly.

The core message is to modify packages so they do not require Java on i686 architectures, using available macros and examples provided. There's no software malfunction or error to reproduce here.",https://bugzilla.redhat.com/show_bug.cgi?id=2104212
1993544,Andrew,2021-08-13T19:47:45Z,2022-06-07T22:27:11Z,CLOSED EOL,unspecified,unspecified,Fedora,coreutils,`tr -d` works with non-latin letters incorrectly,normal,,"`tr -d` does not delete non-latin chars as it have to.
Sed does the same correctly.",Always,"# tr does not work with non-latin
$ echo абвАБВіїІЇ | tr -d абв
���ії��
$ echo ÄÖÜäöü | tr -d [:alpha:]
ÄÖÜäöü
$ echo ÄÖÜäöü | tr -d [[:alpha:]]
ÄÖÜäöü
# tr works with latin
$ echo abcABC | tr -d [:alpha:]

$ echo abcABC | tr -d [[:alpha:]]

$

# sed works with non-latin
$ echo абвАБВіїІЇ | sed s/[абв]*//
АБВіїІЇ
$ echo абвАБВіїІЇ | sed s/[[:alpha:]]*//

$ echo ÄÖÜäöü | sed s/[[:alpha:]]*//

$","echo абвАБВіїІЇ | tr -d абв
echo ÄÖÜäöü | tr -d [:alpha:]
echo ÄÖÜäöü | tr -d [[:alpha:]]","```bash
echo абвАБВіїІЇ | tr -d абв
echo ÄÖÜäöü | tr -d [:alpha:]
echo ÄÖÜäöü | tr -d [[:alpha:]]
echo abcABC | tr -d [:alpha:]
echo abcABC | tr -d [[:alpha:]]
```","echo абвАБВіїІЇ | tr -d абв
echo ÄÖÜäöü | tr -d [:alpha:]
echo ÄÖÜäöü | tr -d [[:alpha:]]
echo abcABC | tr -d [:alpha:]
echo abcABC | tr -d [[:alpha:]]",echo абвАБВіїІЇ | tr -d абв,https://bugzilla.redhat.com/show_bug.cgi?id=1993544
2066546,lnie,2022-03-22T03:42:44Z,2022-03-22T07:28:39Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,[abrt] coreutils: __clock_nanosleep(): sleep killed by SIGSEGV,,,,,,,,,,https://bugzilla.redhat.com/show_bug.cgi?id=2066546
2035258,Héctor Louzao,2021-12-23T12:11:25Z,2022-01-03T12:29:46Z,CLOSED WORKSFORME,unspecified,urgent,Fedora,coreutils,install coreutils Program Not found,normal,found in /usr/bin/install,"program not found 

another coretuils are found for example

which id
/usr/bin/id",Always,"1.install coreutils package
2.sudo /usr/bin/install
3.command not found","sudo dnf install coreutils
sudo /usr/bin/install","sudo dnf install coreutils
which install
sudo /usr/bin/install 
which id",,,https://bugzilla.redhat.com/show_bug.cgi?id=2035258
1831575,david08741,2020-05-05T10:25:28Z,2021-11-30T16:16:10Z,CLOSED EOL,unspecified,unspecified,Fedora,coreutils,valid TZ depends on local TZ,normal,Tue 12 May 2020 12:00:00 PM CEST,date: invalid date ‘05/12/2020 11:00 CET’,Always,1.TZ=Europe/Berlin date -d '05/12/2020 11:00 CET',TZ=Europe/Berlin date -d '05/12/2020 11:00 CET',"```bash
TZ=Europe/Berlin date -d '05/12/2020 11:00 CET'
```",TZ=Europe/Berlin date -d '05/12/2020 11:00 CET',TZ=Europe/Berlin date -d '05/12/2020 11:00 CET',https://bugzilla.redhat.com/show_bug.cgi?id=1831575
749704,JW,2011-10-28T01:07:56Z,2021-11-23T15:20:48Z,CLOSED WONTFIX,unspecified,unspecified,Fedora,coreutils,date cannot easily produce lower case formatted output,normal,"1. Fri
2. FRI
3. fRI
4. fri","1. Fri
2. FRI
3. FRI
4. %/a",Always,"1. date +%a
2. date +^a
3. date +#a
4. date +%/a","date +%a
date +^a
date +#a
date +%/a","date +%a
date +%^a
date +%#a 
date +%/a","date +%a
date +^a
date +#a
date +%/a","date +%a  
date +%^a  
date +#a  
date +%/a",https://bugzilla.redhat.com/show_bug.cgi?id=749704
963134,Petr Šabata,2013-05-15T08:30:17Z,2021-11-23T15:18:00Z,CLOSED WONTFIX,unspecified,medium,Fedora,coreutils,fmt doesn't support unicode,,,,,,,"echo -e ""Hello \u4f60\u597d"" | fmt -w 10
echo -e ""Hello \u4f60\u597d"" | fmt -w 10 | wc -L","echo -e ""\xe6\x97\xa5\xe6\x9c\xac\xe8\xaa\x9e"" | fmt -w 10","echo -e ""你好\n世界"" | fmt -w 10
echo -e ""a\U0001F600b"" | fmt -w 5",https://bugzilla.redhat.com/show_bug.cgi?id=963134
1956080,Chris Murphy,2021-05-02T15:49:53Z,2021-11-23T15:10:59Z,CLOSED ERRATA,unspecified,unspecified,Fedora,coreutils,cp --reflink=never no longer works as expected,normal,They should not be reflink copies,a and b share all extents,Always,"1. cp --reflink=never a b
2. filefrag -v a; filefrag -v b","cp --reflink=never a b
filefrag -v a; filefrag -v b","```bash
cp --reflink=never a b
filefrag -v a; filefrag -v b
```","touch a; dd if=/dev/zero of=a bs=1M count=10
cp --reflink=never a b
filefrag -v a; filefrag -v b","touch a; dd if=/dev/zero of=a bs=1M count=100
cp --reflink=never a b
filefrag -v a; filefrag -v b",https://bugzilla.redhat.com/show_bug.cgi?id=1956080
1913358,Christian Kujau,2021-01-06T15:05:43Z,2021-09-17T10:47:06Z,CLOSED ERRATA,unspecified,unspecified,Fedora,coreutils,df: /run/user/1000/doc: Operation not permitted,normal,df should exit with RC 0 and stderr should be empty.,df: /run/user/1000/doc: Operation not permitted,Always,"1. xdg-document-portal.service is running, as it is the default
2. execute df w/o for all file systems
3. RC 1","xdg-document-portal.service is running, as it is the default
execute df w/o for all file systems
RC 1",df -h > /dev/null; echo $?,"systemctl --user start xdg-document-portal.service
df -h > /dev/null; echo $?",df -h > /dev/null; echo $?,https://bugzilla.redhat.com/show_bug.cgi?id=1913358
1992341,Samuel Bautista,2021-08-10T22:37:21Z,2021-08-11T06:45:43Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,[abrt] coreutils: _dbus_warn_check_failed(): true killed by SIGABRT,,,,,,,,,,https://bugzilla.redhat.com/show_bug.cgi?id=1992341
1982273,RobbieTheK,2021-07-14T15:19:27Z,2021-07-14T20:48:52Z,CLOSED NOTABUG,unspecified,high,Fedora,coreutils,bash: uname: command not found for root user: package coreutils-8.32-21.fc34.x86_64 conflicts with coreutils-single provided by coreutils-single-8.32-21.fc34.x86_64,,,,,,,"```bash
dnf update coreutils coreutils-common policycoreutils policycoreutils-python-utils python3-policycoreutils
su
uname
cat
dnf install coreutils coreutils-single
```",,,https://bugzilla.redhat.com/show_bug.cgi?id=1982273
